Funct	Description
2.7.7.71	D-glycero-alpha-D-manno-heptose 1-phosphate guanylyltransferase; hddC (gene name); gmhD (gene name)
2.7.7.72	CCA tRNA nucleotidyltransferase; CCA-adding enzyme; tRNA adenylyltransferase; tRNA cytidylyltransferase; tRNA CCA-pyrophosphorylase; tRNA-nucleotidyltransferase; transfer-RNA nucleotidyltransferase; transfer ribonucleic acid nucleotidyl transferase; CTP(ATP):tRNA nucleotidyltransferase; transfer ribonucleate adenylyltransferase; transfer ribonucleate adenyltransferase; transfer RNA adenylyltransferase; transfer ribonucleate nucleotidyltransferase; ATP (CTP):tRNA nucleotidyltransferase; ribonucleic cytidylic cytidylic adenylic pyrophosphorylase; transfer ribonucleic adenylyl (cytidylyl) transferase; transfer ribonucleic-terminal trinucleotide nucleotidyltransferase; transfer ribonucleate cytidylyltransferase; ribonucleic cytidylyltransferase; -C-C-A pyrophosphorylase; ATP(CTP)-tRNA nucleotidyltransferase; tRNA adenylyl(cytidylyl)transferase; CTP:tRNA cytidylyltransferase
2.7.7.73	sulfur carrier protein ThiS adenylyltransferase; thiF (gene name)
2.7.7.74	1L-myo-inositol 1-phosphate cytidylyltransferase; CTP:inositol-1-phosphate cytidylyltransferase (bifunctional CTP:inositol-1-phosphate cytidylyltransferase/CDP-inositol:inositol-1-phosphate transferase (IPCT/DIPPS)); IPCT (bifunctional CTP:inositol-1-phosphate cytidylyltransferase/CDP-inositol:inositol-1-phosphate transferase (IPCT/DIPPS)); L-myo-inositol-1-phosphate cytidylyltransferase
2.7.7.75	molybdopterin adenylyltransferase; MogA; Cnx1 (ambiguous)
2.7.7.76	molybdenum cofactor cytidylyltransferase; MocA; CTP:molybdopterin cytidylyltransferase; MoCo cytidylyltransferase; Mo-MPT cytidyltransferase
2.7.7.77	molybdenum cofactor guanylyltransferase; MobA; MoCo guanylyltransferase
2.7.7.78	GDP-D-glucose phosphorylase
2.7.7.79	tRNAHis guanylyltransferase; histidine tRNA guanylyltransferase; Thg1p (ambiguous); Thg1 (ambiguous)
2.7.7.8	polyribonucleotide nucleotidyltransferase; polynucleotide phosphorylase; PNPase (ambiguous); nucleoside diphosphate:polynucleotidyl transferase; polyribonucleotide phosphorylase
2.7.7.80	molybdopterin-synthase adenylyltransferase; MoeB; adenylyltransferase and sulfurtransferase MOCS3
2.7.7.81	pseudaminic acid cytidylyltransferase; PseF
2.7.7.82	CMP-N,N'-diacetyllegionaminic acid synthase; CMP-N,N'-diacetyllegionaminic acid synthetase; neuA (gene name); legF (gene name)
2.7.7.83	UDP-N-acetylgalactosamine diphosphorylase
2.7.7.84	2'-5' oligoadenylate synthase; OAS
2.7.7.85	diadenylate cyclase; cyclic-di-AMP synthase; dacA (gene name); disA (gene name)
2.7.7.86	cyclic GMP-AMP synthase; cGAMP synthase; cGAS
2.7.7.87	L-threonylcarbamoyladenylate synthase; yrdC (gene name); Sua5; ywlC (gene name); ATP:L-threonyl,bicarbonate adenylyltransferase
2.7.7.88	GDP polyribonucleotidyltransferase; PRNTase; 5'-triphospho-mRNA:GDP 5'-phosphopolyribonucleotidyltransferase [G(5')ppp-mRNA-forming]
2.7.7.89	[glutamine synthetase]-adenylyl-L-tyrosine phosphorylase; adenylyl-[glutamine---synthetase]-deadenylase; [L-glutamate:ammonia ligase (ADP-forming)]-O4-(5'-adenylyl)-L-tyrosine:phosphate adenylyltransferase; [glutamate---ammonia ligase]-adenylyl-L-tyrosine phosphorylase
2.7.7.9	UTP---glucose-1-phosphate uridylyltransferase; UDP glucose pyrophosphorylase; glucose-1-phosphate uridylyltransferase; UDPG phosphorylase; UDPG pyrophosphorylase; uridine 5'-diphosphoglucose pyrophosphorylase; uridine diphosphoglucose pyrophosphorylase; uridine diphosphate-D-glucose pyrophosphorylase; uridine-diphosphate glucose pyrophosphorylase
2.7.7.90	8-amino-3,8-dideoxy-manno-octulosonate cytidylyltransferase; kdsB (gene name, ambiguous)
2.7.7.91	valienol-1-phosphate guanylyltransferase; vldB (gene name)
2.7.7.92	3-deoxy-D-glycero-D-galacto-nonulopyranosonate cytidylyltransferase
2.7.7.93	phosphonoformate cytidylyltransferase; phpF (gene name)
2.7.7.94	Transferred to 6.2.1.51
2.7.7.95	Transferred to 6.2.1.49
2.7.7.96	ADP-D-ribose pyrophosphorylase; NUDIX5; NUDT5 (gene name); diphosphate---ADP-D-ribose adenylyltransferase; diphosphate adenylyltransferase (ambiguous)
2.7.7.97	3-hydroxy-4-methylanthranilate adenylyltransferase; acmA (gene name); sibE (gene name); actinomycin synthase I; 4-MHA-activating enzyme; ACMS I; actinomycin synthetase I; 4-MHA pentapeptide lactone synthase AcmA
2.7.7.98	Transferred to 6.2.1.50
2.7.7.99	N-acetyl-alpha-D-muramate 1-phosphate uridylyltransferase; murU (gene name)
2.7.8.-	Transferases; Transferring phosphorus-containing groups; Transferases for other substituted phosphate groups
2.7.8.1	ethanolaminephosphotransferase; EPT; diacylglycerol ethanolaminephosphotransferase; CDPethanolamine diglyceride phosphotransferase; phosphorylethanolamine-glyceride transferase; CDP-ethanolamine:1,2-diacylglycerol ethanolaminephosphotransferase
2.7.8.10	sphingosine cholinephosphotransferase; CDP-choline-sphingosine cholinephosphotransferase; phosphorylcholine-sphingosine transferase; cytidine diphosphocholine-sphingosine cholinephosphotransferase; sphingosine choline phosphotransferase
2.7.8.11	CDP-diacylglycerol---inositol 3-phosphatidyltransferase; CDP-diglyceride-inositol phosphatidyltransferase; phosphatidylinositol synthase; CDP-diacylglycerol-inositol phosphatidyltransferase; CDP-diglyceride:inositol transferase; cytidine 5'-diphospho-1,2-diacyl-sn-glycerol:myo-inositol 3-phosphatidyltransferase; CDP-DG:inositol transferase; cytidine diphosphodiglyceride-inositol phosphatidyltransferase; CDP-diacylglycerol:myo-inositol-3-phosphatidyltransferase; CDP-diglyceride-inositol transferase; cytidine diphosphoglyceride-inositol phosphatidyltransferase; cytidine diphosphoglyceride-inositol transferase
2.7.8.12	teichoic acid poly(glycerol phosphate) polymerase; teichoic-acid synthase; cytidine diphosphoglycerol glycerophosphotransferase; poly(glycerol phosphate) polymerase; teichoic acid glycerol transferase; glycerophosphate synthetase; CGPTase; CDP-glycerol glycerophosphotransferase (ambiguous); Tag polymerase; CDP-glycerol:poly(glycerophosphate) glycerophosphotransferase; tagF (gene name); tarF (gene name) (ambiguous)
2.7.8.13	phospho-N-acetylmuramoyl-pentapeptide-transferase; MraY transferase; UDP-MurNAc-L-Ala-D-gamma-Glu-L-Lys-D-Ala-D-Ala:C55-isoprenoid alcohol transferase; UDP-MurNAc-Ala-gammaDGlu-Lys-DAla-DAla:undecaprenylphosphate transferase; phospho-N-acetylmuramoyl pentapeptide translocase; phospho-MurNAc-pentapeptide transferase; phospho-NAc-muramoyl-pentapeptide translocase (UMP); phosphoacetylmuramoylpentapeptide translocase; phosphoacetylmuramoylpentapeptidetransferase
2.7.8.14	CDP-ribitol ribitolphosphotransferase; teichoic-acid synthase (ambiguous); polyribitol phosphate synthetase (ambiguous); teichoate synthetase (ambiguous); poly(ribitol phosphate) synthetase (ambiguous); polyribitol phosphate polymerase (ambiguous); teichoate synthase (ambiguous); CDP-ribitol:poly(ribitol phosphate) ribitolphosphotransferase
2.7.8.15	UDP-N-acetylglucosamine---dolichyl-phosphate N-acetylglucosaminephosphotransferase; UDP-D-N-acetylglucosamine N-acetylglucosamine 1-phosphate transferase; UDP-GlcNAc:dolichyl-phosphate GlcNAc-1-phosphate transferase; UDP-N-acetyl-D-glucosamine:dolichol phosphate N-acetyl-D-glucosamine-1-phosphate transferase; uridine diphosphoacetylglucosamine-dolichyl phosphate acetylglucosamine-1-phosphotransferase; chitobiosylpyrophosphoryldolichol synthase; dolichol phosphate N-acetylglucosamine-1-phosphotransferase; UDP-acetylglucosamine-dolichol phosphate acetylglucosamine phosphotransferase; UDP-acetylglucosamine-dolichol phosphate acetylglucosamine-1-phosphotransferase
2.7.8.16	Deleted entry
2.7.8.17	UDP-N-acetylglucosamine---lysosomal-enzyme N-acetylglucosaminephosphotransferase; N-acetylglucosaminylphosphotransferase; UDP-N-acetylglucosamine:lysosomal enzyme N-acetylglucosamine-1-phosphotransferase; UDP-GlcNAc:glycoprotein N-acetylglucosamine-1-phosphotransferase; uridine diphosphoacetylglucosamine-lysosomal enzyme precursor acetylglucosamine-1-phosphotransferase; uridine diphosphoacetylglucosamine-glycoprotein acetylglucosamine-1-phosphotransferase; lysosomal enzyme precursor acetylglucosamine-1-phosphotransferase; N-acetylglucosaminyl phosphotransferase; UDP-acetylglucosamine:lysosomal enzyme N-acetylglucosamine-1-phosphotransferase; UDP-GlcNAc:lysosomal enzyme N-acetylglucosamine-1-phosphotransferase; UDP-N-acetylglucosamine:glycoprotein N-acetylglucosamine-1-phosphotransferase; UDP-N-acetylglucosamine:glycoprotein N-acetylglucosaminyl-1-phosphotransferase
2.7.8.18	UDP-galactose---UDP-N-acetylglucosamine galactose phosphotransferase; uridine diphosphogalactose-uridine diphosphoacetylglucosamine galactose-1-phosphotransferase; galactose-1-phosphotransferase; galactosyl phosphotransferase; UDP-galactose:UDP-N-acetyl-D-glucosamine galactose phosphotransferase
2.7.8.19	UDP-glucose---glycoprotein glucose phosphotransferase; UDP-glucose:glycoprotein glucose-1-phosphotransferase; GlcPTase; Glc-phosphotransferase; uridine diphosphoglucose-glycoprotein glucose-1-phosphotransferase
2.7.8.2	diacylglycerol cholinephosphotransferase; phosphorylcholine-glyceride transferase; alkylacylglycerol cholinephosphotransferase; 1-alkyl-2-acetylglycerol cholinephosphotransferase; cholinephosphotransferase; CPT (ambiguous); alkylacylglycerol choline phosphotransferase; diacylglycerol choline phosphotransferase; 1-alkyl-2-acetyl-m-glycerol:CDPcholine choline phosphotransferase; CDP-choline diglyceride phosphotransferase; cytidine diphosphocholine glyceride transferase; cytidine diphosphorylcholine diglyceride transferase; phosphocholine diacylglyceroltransferase; sn-1,2-diacylglycerol cholinephosphotransferase; 1-alkyl-2-acetyl-sn-glycerol cholinephosphotransferase; CDP choline:1,2-diacylglycerol cholinephosphotransferase; CDP-choline:1,2-diacylglycerol cholinephosphotransferase
2.7.8.20	phosphatidylglycerol---membrane-oligosaccharide glycerophosphotransferase; phosphoglycerol transferase; oligosaccharide glycerophosphotransferase; phosphoglycerol transferase I
2.7.8.21	membrane-oligosaccharide glycerophosphotransferase; periplasmic phosphoglycerotransferase; phosphoglycerol cyclase
2.7.8.22	1-alkenyl-2-acylglycerol choline phosphotransferase; CDP-choline-1-alkenyl-2-acyl-glycerol phosphocholinetransferase
2.7.8.23	carboxyvinyl-carboxyphosphonate phosphorylmutase
2.7.8.24	phosphatidylcholine synthase; CDP-diglyceride-choline O-phosphatidyltransferase
2.7.8.25	Transferred to 2.4.2.52
2.7.8.26	adenosylcobinamide-GDP ribazoletransferase; CobS; cobalamin synthase; cobalamin-5'-phosphate synthase; cobalamin (5'-phosphate) synthase
2.7.8.27	sphingomyelin synthase; SM synthase; SMS1; SMS2
2.7.8.28	2-phospho-L-lactate transferase; cofD (gene name); fbiA (gene name); LPPG:Fo 2-phospho-L-lactate transferase; LPPG:7,8-didemethyl-8-hydroxy-5-deazariboflavin 2-phospho-L-lactate transferase; lactyl-2-diphospho-(5')guanosine:Fo 2-phospho-L-lactate transferase
2.7.8.29	L-serine-phosphatidylethanolamine phosphatidyltransferase; phosphatidylserine synthase 2; serine-exchange enzyme II; PTDSS2 (gene name)
2.7.8.3	ceramide cholinephosphotransferase; phosphorylcholine-ceramide transferase
2.7.8.30	Transferred to 2.4.2.53
2.7.8.31	undecaprenyl-phosphate glucose phosphotransferase; GumD; undecaprenylphosphate glucosylphosphate transferase
2.7.8.32	3-O-alpha-D-mannopyranosyl-alpha-D-mannopyranose xylosylphosphotransferase; XPT1
2.7.8.33	UDP-N-acetylglucosamine---undecaprenyl-phosphate N-acetylglucosaminephosphotransferase; UDP-N-acetylglucosamine:undecaprenyl-phosphate GlcNAc-1-phosphate transferase; WecA; WecA transferase; UDP-GIcNAc:undecaprenyl phosphate N-acetylglucosaminyl 1-P transferase; GlcNAc-P-P-Und synthase; GPT (ambiguous); TagO; UDP-GlcNAc:undecaprenyl-phosphate GlcNAc-1-phosphate transferase; UDP-N-acetyl-D-glucosamine:ditrans,octacis-undecaprenyl phosphate N-acetylglucosaminephosphotransferase
2.7.8.34	CDP-L-myo-inositol myo-inositolphosphotransferase; CDP-inositol:inositol-1-phosphate transferase (bifunctional CTP:inositol-1-phosphate cytidylyltransferase/CDP-inositol:inositol-1-phosphate transferase (IPCT/DIPPS)); DIPPS (bifunctional CTP:inositol-1-phosphate cytidylyltransferase/CDP-inositol:inositol-1-phosphate transferase (IPCT/DIPPS))
2.7.8.35	UDP-N-acetylglucosamine---decaprenyl-phosphate N-acetylglucosaminephosphotransferase; GlcNAc-1-phosphate transferase; UDP-GlcNAc:undecaprenyl phosphate GlcNAc-1-phosphate transferase; WecA; WecA transferase
2.7.8.36	undecaprenyl phosphate N,N'-diacetylbacillosamine 1-phosphate transferase; PglC
2.7.8.37	alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase
2.7.8.38	archaetidylserine synthase
2.7.8.39	archaetidylinositol phosphate synthase; AIP synthase
2.7.8.4	serine-phosphoethanolamine synthase; serine ethanolamine phosphate synthetase; serine ethanolamine phosphodiester synthase; serine ethanolaminephosphotransferase; serine-phosphinico-ethanolamine synthase; serinephosphoethanolamine synthase
2.7.8.40	UDP-N-acetylgalactosamine-undecaprenyl-phosphate N-acetylgalactosaminephosphotransferase; WecP; UDP-GalNAc:polyprenol-P GalNAc-1-P transferase; UDP-GalNAc:undecaprenyl-phosphate GalNAc-1-phosphate transferase
2.7.8.41	cardiolipin synthase (CMP-forming)
2.7.8.42	Kdo2-lipid A phosphoethanolamine 7''-transferase; eptB (gene name)
2.7.8.43	lipid A phosphoethanolamine transferase; lipid A PEA transferase; LptA
2.7.8.44	teichoic acid glycerol-phosphate primase; Tag primase; CDP-glycerol:glycerophosphate glycerophosphotransferase; tagB (gene name); tarB (gene name)
2.7.8.45	teichoic acid glycerol-phosphate transferase; tarF (gene name) (ambiguous); teichoic acid glycerol-phosphate primase
2.7.8.46	teichoic acid ribitol-phosphate primase; Tar primase; tarK (gene name)
2.7.8.47	teichoic acid ribitol-phosphate polymerase; Tar polymerase (ambiguous); tarL (gene name) (ambiguous)
2.7.8.48	ceramide phosphoethanolamine synthase; Cpes (gene name); CPE synthase
2.7.8.5	CDP-diacylglycerol---glycerol-3-phosphate 1-phosphatidyltransferase; glycerophosphate phosphatidyltransferase; 3-phosphatidyl-1'-glycerol-3'-phosphate synthase; CDPdiacylglycerol:glycerol-3-phosphate phosphatidyltransferase; cytidine 5'-diphospho-1,2-diacyl-sn-glycerol (CDP-diglyceride):sn-glycerol-3-phosphate phosphatidyltransferase; phosphatidylglycerophosphate synthase; phosphatidylglycerolphosphate synthase; PGP synthase; CDP-diacylglycerol-sn-glycerol-3-phosphate 3-phosphatidyltransferase; CDP-diacylglycerol:sn-glycero-3-phosphate phosphatidyltransferase; glycerol phosphate phosphatidyltransferase; glycerol 3-phosphate phosphatidyltransferase; phosphatidylglycerol phosphate synthase; phosphatidylglycerol phosphate synthetase; phosphatidylglycerophosphate synthetase; sn-glycerol-3-phosphate phosphatidyltransferase
2.7.8.6	undecaprenyl-phosphate galactose phosphotransferase; poly(isoprenol)-phosphate galactose phosphotransferase; poly(isoprenyl)phosphate galactosephosphatetransferase; undecaprenyl phosphate galactosyl-1-phosphate transferase; UDP-galactose:undecaprenyl-phosphate galactose phosphotransferase
2.7.8.7	holo-[acyl-carrier-protein] synthase; acyl carrier protein holoprotein (holo-ACP) synthetase; holo-ACP synthetase; coenzyme A:fatty acid synthetase apoenzyme 4'-phosphopantetheine transferase; holosynthase; acyl carrier protein synthetase; holo-ACP synthase; PPTase; AcpS; ACPS; acyl carrier protein synthase; P-pant transferase; CoA:apo-[acyl-carrier-protein] pantetheinephosphotransferase; CoA-[4'-phosphopantetheine]:apo-[acyl-carrier-protein] 4'-pantetheinephosphotransferase
2.7.8.8	CDP-diacylglycerol---serine O-phosphatidyltransferase; phosphatidylserine synthase; CDPdiglyceride-serine O-phosphatidyltransferase; PS synthase; cytidine 5'-diphospho-1,2-diacyl-sn-glycerol (CDPdiglyceride):L-serine O-phosphatidyltransferase; phosphatidylserine synthetase; CDP-diacylglycerol-L-serine O-phosphatidyltransferase; cytidine diphosphoglyceride-serine O-phosphatidyltransferase; CDP-diglyceride-L-serine phosphatidyltransferase; CDP-diglyceride:serine phosphatidyltransferase; cytidine 5'-diphospho-1,2-diacyl-sn-glycerol:L-serine O-phosphatidyltransferase; CDP-diacylglycerol:L-serine 3-O-phosphatidyltransferase
2.7.8.9	phosphomannan mannosephosphotransferase
2.7.9.-	Transferases; Transferring phosphorus-containing groups; Phosphotransferases with paired acceptors
2.7.9.1	pyruvate, phosphate dikinase; pyruvate, orthophosphate dikinase; pyruvate-phosphate dikinase (phosphorylating); pyruvate, phosphate dikinase; pyruvate-inorganic phosphate dikinase; pyruvate-phosphate dikinase; pyruvate-phosphate ligase; pyruvic-phosphate dikinase; pyruvic-phosphate ligase; pyruvate, Pi dikinase; PPDK
2.7.9.2	pyruvate, water dikinase; phosphoenolpyruvate synthase; pyruvate-water dikinase (phosphorylating); PEP synthetase; phosphoenolpyruvate synthase; phoephoenolpyruvate synthetase; phosphoenolpyruvic synthase; phosphopyruvate synthetase
2.7.9.3	selenide, water dikinase; selenophosphate synthase
2.7.9.4	alpha-glucan, water dikinase; starch-related R1 protein; GWD
2.7.9.5	phosphoglucan, water dikinase; PWD; OK1
2.7.9.6	rifampicin phosphotransferase; rifampin phosphotransferase; RPH
2.7.99.-	Transferases; Transferring phosphorus-containing groups; Other protein kinases
2.7.99.1	triphosphate---protein phosphotransferase; diphosphate:microsomal-membrane-protein O-phosphotransferase (erroneous); DiPPT (erroneous); pyrophosphate:protein phosphotransferase (erroneous); diphosphate---protein phosphotransferase (erroneous); diphosphate:[microsomal-membrane-protein] O-phosphotransferase (erroneous)
2.8.-.-	Transferases; Transferring sulfur-containing groups
2.8.1.-	Transferases; Transferring sulfur-containing groups; Sulfurtransferases
2.8.1.1	thiosulfate sulfurtransferase; thiosulfate cyanide transsulfurase; thiosulfate thiotransferase; rhodanese; rhodanase
2.8.1.10	thiazole synthase; thiG (gene name)
2.8.1.11	molybdopterin synthase sulfurtransferase; adenylyltransferase and sulfurtransferase MOCS3; Cnx5 (gene name); molybdopterin synthase sulfurylase
2.8.1.12	molybdopterin synthase; MPT synthase
2.8.1.13	tRNA-uridine 2-sulfurtransferase; mnmA (gene name)
2.8.1.14	tRNA-5-taurinomethyluridine 2-sulfurtransferase; MTU1 (gene name); SLM3 (gene name); MTO2 (gene name)
